entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
Busansi,Saaba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BUSANSI,Busansi,index,ethnic_entity_index,,,Saaba,,,0
Busansi,Samo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,BUSANSI,Busansi,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Busansi,Yana,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,BUSANSI,Busansi,index,ethnic_entity_index,murdock,MOSSI,Yana,index,ethnic_entity_index,1
Busansi,Yaoni,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BUSANSI,Busansi,index,ethnic_entity_index,,,Yaoni,,,0
Bwaba,DAFI,icmid_jr_pair,1,1,West Africa,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,,,Bwaba,,,murdock,DAFI,Dafi,index,ethnic_entity_index,0
certain Nupe sections,other tribes,llm_ehraf,1,0,WesternAfrica,/Nupe_Nadel_242_NK,"Joking relationship also occurs outside the kindred, between certain Nupe sections and other tribes, or within Nupe communities

between occupational groups.",Author states joking relationships occur between Nupe sections and other tribes (inter-group institutionalized joking).,,,certain Nupe sections,,,,,other tribes,,,0
certain villages,each other,llm_ehraf,1,0,WesternAfrica,/Mossi_Hammond_260_NK,"Among the Mossi, joking is institutionalized as an adjustive mechanism in the following relationships: (1) between Ego and his mother's agnatic kin, particularly his mother's elder brother; (2) between Ego and his mother's brother's wife; (3) between siblings-in-law; (4) between sibs; (5) between age-sets in the same age-grade; (6) between certain villages; and (7) between the Mossi and several other ethnic groups.",Author lists joking institutionalized between certain villages; inter-community pattern implies cross-group.,,,certain villages,,,,,each other,,,0
certain villages,other certain villages,llm_ehraf,1,0,WesternAfrica,/Mossi_Hammond_260_KS,"Among the Mossi, joking is institutionalized as an adjustive mechanism in the following relationships: (6) between certain villages;",Author explicitly states institutionalized joking occurs between certain villages (inter-village patterned teasing).,,,certain villages,,,,,other certain villages,,,0
CHAGA,Pare,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,Chagga with Pare. (Pare are said to have utani also with Teita.),,murdock,CHAGA,Chaga,index,ethnic_entity_index,murdock,PARE,PARE,gis_exact,gis:murdock,1
CHAKOSSI,Gonja,icmid_jr_pair,1,0,West Africa,Chokossi_Abokyi_2025,"This notwithstanding, the
enduring camaraderie and joking relations with their foremost allies (Gonja and Mamprusi)
lend credence to the value they attached to friendly human relations even in contemporary
times.",,murdock,CHAKOSSI,CHAKOSSI,gis_exact,gis:murdock,,,Gonja,,,0
CHAKOSSI,Mamprusi,icmid_jr_pair,1,0,West Africa,Chokossi_Abokyi_2025,"This notwithstanding, the
enduring camaraderie and joking relations with their foremost allies (Gonja and Mamprusi)
lend credence to the value they attached to friendly human relations even in contemporary
times.",,murdock,CHAKOSSI,CHAKOSSI,gis_exact,gis:murdock,murdock,MAMPRUSI,MAMPRUSI,gis_exact,gis:murdock,1
Cham,JEN,icmid_jr_pair,1,0,West Africa,Cham_Adelberger_1999,"The Cham call the Tsobo ‘Kittam’ and regard them as close associates. They say that they have
a joking relationship with the following groups: the Jen, Chamba, Awak, Kamo, Bura, and Bacha-
ma of Dubunga. On a sectional level, the Looja have a joking relationship with the Dadiya. The
existence of a joking relationship is considered to be the result of a victory in interethnic fighting. It
is said that a Baobab tree was planted at Dubunga as a boundary marker after fighting with the
Bachama.",,greg,CHAM,Cham,gis_exact,gis:greg,murdock,JEN,JEN,gis_exact,gis:murdock,1
Curama,Dagari,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,DAGARI,Dagari,index,ethnic_entity_index,1
Curama,Djan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,LOBI,Djan,index,ethnic_entity_index,1
Curama,Ethnies du sud-ouest,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,,,Ethnies du sud-ouest,,,0
Curama,Gan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,GAN,Gan,index,ethnic_entity_index,1
Curama,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Curama,Lorhon,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,LOBI,Lorhon,index,ethnic_entity_index,1
Curama,Yana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,TURKA,Curama,index,ethnic_entity_index,murdock,MOSSI,Yana,index,ethnic_entity_index,1
CYRENAICANS,Saadi,icmid_jr_pair,1,1,North Africa,ehraf,"Today, the Bedouins tend to joke about their lack of zeal, and often point out that “holy men” are not to be trusted.
This is seen in Sa’adi behavior toward the Marabtin tribes who are their vassals. ; With the mother’s brother a man enjoys all the freedoms he is denied in his relationships with his father and father’s brother. He is permitted to joke with him; they indulge in exchanges of obscenities.","The Marabtin tribes are a subgroup of Cyrenaicans. Source : https://www.jstor.org/stable/2844217?googleloggedin=true&seq=13, pg 41",murdock,CYRENAICANS,CYRENAICANS,gis_exact,gis:murdock,murdock,SAADI,Saadi,index,ethnic_entity_index,1
Dafi,Dagari,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,DAGARI,Dagari,index,ethnic_entity_index,1
Dafi,Djan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,LOBI,Djan,index,ethnic_entity_index,1
Dafi,Dogon,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,DOGON,Dogon,index,ethnic_entity_index,1
Dafi,Forgerons,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,Forgerons,,,0
Dafi,Fulbe,icmid_jr_pair;keerthana_analysis,3,0,BurkinaFaso,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,murdock,DAFI,Dafi,index,ethnic_entity_index,greg,FULBE,Fulbe,index,ethnic_entity_index,1
Dafi,Gan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,GAN,Gan,index,ethnic_entity_index,1
Dafi,Gourmantché,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,1
Dafi,Gourounsi,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,1
Dafi,Grunshi (Nunuma),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
Dafi,Konate,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,Konate,,,0
Dafi,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MALINKE,Malinke,index,ethnic_entity_index,1
Dafi,Mandé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MALINKE,Mandé,index,https://en.wikipedia.org/wiki/Mand%C3%A9_peoples,1
Dafi,Minianka,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MINIANKA,Minianka,index,ethnic_entity_index,1
Dafi,Mossi,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Dafi,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Dafi,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Dafi,ressortissants de boinboinla,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,ressortissants de boinboinla,,,0
Dafi,Sambla,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,SAMO,Sambla,index,https://joshuaproject.net/people_groups/14813/UV,1
Dafi,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Dafi,Senufo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Dafi,Sienou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,Sienou,,,0
Dafi,Soninké,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,Soninké,,,0
Dafi,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Dafi,Zon,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAFI,Dafi,index,ethnic_entity_index,,,Zon,,,0
Dagaaba,Grunshi,icmid_sheet1,1,0,,https://www.folklore.ee/folklore/vol14/pdf/dagaaba.pdf,,"Dagari (as labelled in the Murdock data) is the language spoken by the Dagaaba people, FraFra is a subgroup of Grunshi",,,Dagaaba,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,0
Dagara,GUIN,icmid_jr_pair,1,0,West Africa,"Burkina_Hagberg_2006
[For Dian] Burkina_Nyamba_2001.html","This paper is about joking relationships and how these are expressed socio-politically
in different contexts in present-day Burkina Faso. The practice of joking relationships
is omnipresent in everyday life, and occurs within the family (e. g. between grandchil
dren and grandparents), between clans (e.g. Coulibaly and Ouattara), and between
ethnic groups (e. g. Fulbe and Bobo, Dagara and Gouin)

[For Dian] Tableau 1. Groupes alliés à plaisanteries",,,,Dagara,,,murdock,GUIN,GUIN,gis_exact,gis:murdock,0
Dagara,TUSYAN,icmid_jr_pair,1,1,West Africa,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,,,Dagara,,,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,0
Dagari,Gourmantché,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,1
DAGARI,Grunshi,icmid_jr_pair,1,0,West Africa,"Mossi_Skinner_195_NK.pdf
 [for Dagari] Dagaaba_Wegru_2000.pdf","The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 
 The Mossi
 attitude toward the Gourounsi men is conditioned by the fact that the 
 Mossi were still expanding and absorbing the Gourounsi when the French
 arrived. Mossi often jokingly refer to the Gourounsi as their ligidi (meaning
 money), implying their status as individuals to be sold as slaves.
 [for Builsa] The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 [for Dagari] The present article concerns inter-ethnic humour and its develop-
 ment between the Dagaaba and Gurune (or Frafra) tribes in Ghana.",,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
DAGARI,Guin,icmid_jr_pair,1,0,West Africa,"Dagaaba_Wegru_2000.pdf

[For Guin] Burkina_Nyamba_2001.html","The present article concerns inter-ethnic humour and its develop-
ment between the Dagaaba and Gurune (or Frafra) tribes in Ghana.

[For Guin] Tableau 1. Groupes alliés à plaisanteries","Dagari (as labelled in the Murdock data) is the language spoken by the Dagaaba people, FraFra is a subgroup of Grunshi",murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,GUIN,GUIN,gis_exact,gis:murdock,1
Dagari,Karaboro,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,KARABORO,Karaboro,index,ethnic_entity_index,1
Dagari,Kusaal,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Kusaal,,,0
Dagari,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Dagari,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,MALINKE,Malinke,index,ethnic_entity_index,1
Dagari,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Dagari,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Dagari,Nankana,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Nankana,,,0
Dagari,Nayiile,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Nayiile,,,0
Dagari,Sambla,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,SAMO,Sambla,index,https://joshuaproject.net/people_groups/14813/UV,1
Dagari,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Dagari,Senufo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Dagari,Sia,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,SIA,Sia,index,ethnic_entity_index,1
Dagari,Siamou,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Siamou,,,0
Dagari,Sèmè,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Sèmè,,,0
Dagari,Tiefo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,SENUFO,Tiefo,index,https://www.101lasttribes.com/tribes/tiefo.html,1
Dagari,Tiere,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,,,Tiere,,,0
Dagari,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
Dagari,Zerma,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,DAGARI,Dagari,index,ethnic_entity_index,murdock,ZERMA,Zerma,index,ethnic_entity_index,1
DAGOMBA,Gonja,icmid_jr_pair,1,0,West Africa,Dagomba_Awedoba_2006,"However, some formerly antagonistic
peoples have since reconciled and transformed their antagonism into friendships, even quasi-kinships. For example,
Gonja and Dagomba formerly arch-enemies now have a joking relationship. Peoples who probably had no awareness of
kinship now realizing their connectedness have established friends and joking relationships. Sisala and Kasena, both
speakers of Grusi have a joking relationship just as Dagaba people have not only institutionalized a joking relationship
they now have the friendship games in Accra.",Gonja is a subgroup of Guang,murdock,DAGOMBA,Dagomba,index,ethnic_entity_index,,,Gonja,,,0
Dagomba,Zaose,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,DAGOMBA,Dagomba,index,ethnic_entity_index,,,Zaose,,,0
Dakakari,HAUSA,icmid_jr_pair,1,0,West Africa,"Yoruba_Enoch_2024
 [for Dakakari] Dakakari_Gummi_2023
 [for Gbari] Hausa_Beik_215_NK:p2
 [for Nupe] Dakakari_Gummi_2023
 [for Songhai] Songhai_Cisse_2013","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Dakakari] The third joking relationship in Hausa is the one that exists between people
 who practice different but related trades and traditional occupations in Hausa society. This cultural phenomenon has contributed in no small measure to the stability and cohesion among the Hausa people on one hand and their neighboring
 tribes on the other; as there are also joking relationships between the Hausas and some of their neighbors, a clear example
 of which is the jokes existing between the Zamfarawa ethnic group of Hausaland and their southwestern neighbors, the
 Dakarkari (Clela) of Zuru in Kebbi state.
 [for Gbari] In Talala Mai Kaman Sake , the Troupe Amadou Dan Bassa incorporates other traditional, respected roles, those of the religious scholars, the malams , as well as the head of the samariya (Mai Samari) and the judge (Juju). ( 32 ) In the opening scene, Mai Samari reconciles a dispute between two members of the samariya who should have a jokingrelationship with each other ( wasan nangi ). Mai Samari draws out the example of different ethnic groups within Niger having a chain of such relationships with one another: Mai Samari: Haven’t you got that in your head? If he curses you, it’s not you he’s cursing. If you notice, if you go from here in the east to the west, our country is all one and the same. Listen to me carefully now. In this country the Beriberi joke with the Fulani, right? Musa: Yes. Mai Samari: If you continue, you’ll meet up with the Gwari who jokes with the man from Gobir, if you go even further, you’ll meet the man from Katsina who jokes with the man from Gobir, you go even further, you’ll see the man from the Arewa joking with the man from Adar ... (...) Look and you’ll see all of our country has the same mother, the same father, if you go [anywhere] they’ll tell you this people and that one have a joking relationship. (Scene 1) ( 33 ) This speech provides one of the central didactic points of the play, emphasizing traditional relationships as the basis of national unity and harmony. Audiences expect this sort of wise pronouncement from a community leader like Mai Samari. The actor chosen for the role,  Kaïlou Bako, a middle-aged man with impressive public-speaking ability, performed in accordance with those expectations, lending weight to the message of his lecture. ( 34 ) Talala Mai Kaman Sake , performance by the Troupe Amadou Dan Bassa of Zinder at the National Festival in Diffa, Niger, 8 April 1981.
 Talala Mai Kaman Sake , Scene 1. The transcription is mine with help from Yazi Dogo; the English translation is mine. The original
 Hausa:
 Mai Samari: Ba ka sa wannan a kanka? In ya zage ka ai ba kai ba ya zaga. Ai in ka lura, a ka dauka daga nan gabas
 zuwa yamma, [unknown]kasar wannan tamu kap! Gaba [unavailable]ayanta. Ka ji ko ka shurareni hwa! A nan
 [unknown]kasar nan, Baribari yana wasa da bahulatani. Ka ji ko?
 Musa: To.
 Mai Samari: In ka yi gaba, za ka tarda Baduwari yana wasa da Bagobiri, ka[unknown] kara yin gaba, ka tarda
 Bakatsine yana wasa da Bagobiri, ka [unknown]kara yin gaba, ka gan da Ba’are yana wasa da Ba’adare...
 (...) Ba ka duba ka ga [unknown]kasar tamu duk uwammu daya, ubammu [unknown]daya, an ka je an ce mutum
 wane da wane suna wasan nangi.
 Talala Mai Kaman Sake , performances in Tanout (9 March 1981), Diffa (8 April 1981), and Maradi (1 September 1981). 2/3
 [for Nupe] The Nupe people whose language is Nupe occupy the central part of Nigeria, precisely
 Niger state. They partake in joking relations with the Katsinawa.
 [for Songhai] The Hausa, the Zerma and the Sonrai, the
 Tuareg and the Sonrai the Fulbe and the Kanuri, the Zerma, the Sonrai and the Tuareg are paired
 joking kins.",,murdock,DAKAKARI,DAKAKARI,gis_exact,gis:murdock,murdock,HAUSA,Hausa,index,ethnic_entity_index,1
DAKAKARI,Zamfara,icmid_jr_pair,1,0,West Africa,Dakakari_Gummi_2023,"The third joking relationship in Hausa is the one that exists between people
who practice different but related trades and traditional occupations in Hausa society. This cultural phenomenon has contributed in no small measure to the stability and cohesion among the Hausa people on one hand and their neighboring
tribes on the other; as there are also joking relationships between the Hausas and some of their neighbors, a clear example
of which is the jokes existing between the Zamfarawa ethnic group of Hausaland and their southwestern neighbors, the
Dakarkari (Clela) of Zuru in Kebbi state.",,murdock,DAKAKARI,DAKAKARI,gis_exact,gis:murdock,,,Zamfara,,,0
DAN,Fulani,icmid_jr_pair,1,0,West Africa,Dan_Kadjo_2014.pdf,"Yacouba have many allies. They are: Guro, Fulani, Senufo, Gagou
Tagbana and Mahouka or Mahou. But to the extent that conflicts covered include Yacouba allies that are Senufo
and Guro, we will talk about alliances between them and in part on the identification of alliances.",Yacouba and Dan are same,murdock,DAN,DAN,gis_exact,gis:murdock,greg,FULBE,Fulbe,registry,bootstrapped from entity index polygon_ids,1
DAN,Gagu,icmid_jr_pair,1,0,West Africa,Gagu_Achilles.pdf,"« En plus des peuples sénoufos, les Gouros, les Mahouka et les Gagou sont aussi les principaux alliés ethniques des Dan ou Yacouba en Côte d'Ivoire. »",,murdock,DAN,DAN,gis_exact,gis:murdock,murdock,GAGU,GAGU,gis_exact,gis:murdock,1
DAN,Guro,icmid_jr_pair,1,0,West Africa,"CoteDivoire_Nea_2021.pdf
[For Dan] Dan_Kadjo_2014.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie

[For Dan] The existence of alliances between Yacouba / Sénoufo, between Yacouba / Guro and between differents Yacouba clans, addresses the need for harmonization of social relations and peaceful coexistence between them. Indeed, these companies are regulated by the major features.",,murdock,DAN,DAN,gis_exact,gis:murdock,murdock,GURO,GURO,gis_exact,gis:murdock,1
DAN,Mahouka,icmid_jr_pair,1,0,West Africa,Dan_Kadjo_2014.pdf,"Yacouba have many allies. They are: Guro, Fulani, Senufo, Gagou
Tagbana and Mahouka or Mahou. But to the extent that conflicts covered include Yacouba allies that are Senufo
and Guro, we will talk about alliances between them and in part on the identification of alliances.",Yacouba and Dan are same,murdock,DAN,DAN,gis_exact,gis:murdock,,,Mahouka,,,0
DAN,Senufo,icmid_jr_pair,1,0,West Africa,Dan_Kadjo_2014.pdf,"Yacouba have many allies. They are: Guro, Fulani, Senufo, Gagou
Tagbana and Mahouka or Mahou. But to the extent that conflicts covered include Yacouba allies that are Senufo
and Guro, we will talk about alliances between them and in part on the identification of alliances.",Yacouba and Dan are same,murdock,DAN,DAN,gis_exact,gis:murdock,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
DAN,Tagbana,icmid_jr_pair,1,0,West Africa,Dan_Kadjo_2014.pdf,"Yacouba have many allies. They are: Guro, Fulani, Senufo, Gagou
Tagbana and Mahouka or Mahou. But to the extent that conflicts covered include Yacouba allies that are Senufo
and Guro, we will talk about alliances between them and in part on the identification of alliances.",Yacouba and Dan are same,murdock,DAN,DAN,gis_exact,gis:murdock,,,Tagbana,,,0
Dayamba,Gourmantché,keerthana_analysis,1,0,BurkinaFaso,,,,,,Dayamba,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,0
Da,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Da,,,murdock,LOBI,Lobi,index,ethnic_entity_index,0
DIAN,Guin,icmid_jr_pair,1,0,West Africa,"Burkina_Hagberg_2006
[For Dian] Burkina_Nyamba_2001.html","This paper is about joking relationships and how these are expressed socio-politically
in different contexts in present-day Burkina Faso. The practice of joking relationships
is omnipresent in everyday life, and occurs within the family (e. g. between grandchil
dren and grandparents), between clans (e.g. Coulibaly and Ouattara), and between
ethnic groups (e. g. Fulbe and Bobo, Dagara and Gouin)

[For Dian] Tableau 1. Groupes alliés à plaisanteries",,murdock,DIAN,DIAN,gis_exact,gis:murdock,murdock,GUIN,GUIN,gis_exact,gis:murdock,1
Dibloni,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Dibloni,,,murdock,LOBI,Lobi,index,ethnic_entity_index,0
DIDA,Godie,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf,
Cotedivoire_Meke_2004.pdf,
Attie_UNDP_2016        
[for Avikam] Avikam_Victor_2025.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie,

QUELQUES ALLIANCES A PLAISANTERIES...Adjoukrou /Dida, Adjoukrou / Alladian        

""en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière""

[for Attie] en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière
[for Avikam] Cette forme de collaboration est tout aussi valable dans le
mandingue, au nord, entre les parents à plaisanterie et dans
le sud, entre les alliés matrimoniaux Dida et Avikam. C’est
une alliance de non-agression qui exige des alliés la
coexistence pacifique.",,murdock,DIDA,DIDA,gis_exact,gis:murdock,,,Godie,,,0
DIDA,Kroumen,icmid_jr_pair,1,0,West Africa,"CoteDivoire_Nea_2021.pdf,
Cotedivoire_Meke_2004.pdf,
Attie_UNDP_2016        
[for Avikam] Avikam_Victor_2025.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie,

QUELQUES ALLIANCES A PLAISANTERIES...Adjoukrou /Dida, Adjoukrou / Alladian        

""en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière""

[for Attie] en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière
[for Avikam] Cette forme de collaboration est tout aussi valable dans le
mandingue, au nord, entre les parents à plaisanterie et dans
le sud, entre les alliés matrimoniaux Dida et Avikam. C’est
une alliance de non-agression qui exige des alliés la
coexistence pacifique.",,murdock,DIDA,DIDA,gis_exact,gis:murdock,,,Kroumen,,,0
DIDA,Neyo,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf,
Cotedivoire_Meke_2004.pdf,
Attie_UNDP_2016        
[for Avikam] Avikam_Victor_2025.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie,

QUELQUES ALLIANCES A PLAISANTERIES...Adjoukrou /Dida, Adjoukrou / Alladian        

""en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière""

[for Attie] en Côte
d’Ivoire, les Attié ont pour parentés à plaisanterie les Oida, Mbatto, Kroumen, Bakué), ce n’est
pas le cas en Guinée forestière
[for Avikam] Cette forme de collaboration est tout aussi valable dans le
mandingue, au nord, entre les parents à plaisanterie et dans
le sud, entre les alliés matrimoniaux Dida et Avikam. C’est
une alliance de non-agression qui exige des alliés la
coexistence pacifique.",,murdock,DIDA,DIDA,gis_exact,gis:murdock,,,Neyo,,,0
DIGO,Luguru,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",,murdock,DIGO,DIGO,gis_exact,gis:murdock,murdock,LUGURU,Luguru,index,ethnic_entity_index,1
